variable_name	field_id	visit_id	repetition_id	Field ID	Description	Category	Unnamed: 3	field_type	nice_description
5984-1.14	5984	1	14	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.15	5984	1	15	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.16	5984	1	16	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.17	5984	1	17	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.18	5984	1	18	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.19	5984	1	19	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.2	5984	1	2	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.20	5984	1	20	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.21	5984	1	21	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.22	5984	1	22	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.23	5984	1	23	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.24	5984	1	24	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.25	5984	1	25	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.26	5984	1	26	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.27	5984	1	27	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.28	5984	1	28	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.29	5984	1	29	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.3	5984	1	3	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.30	5984	1	30	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.31	5984	1	31	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.32	5984	1	32	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.33	5984	1	33	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.34	5984	1	34	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.35	5984	1	35	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.36	5984	1	36	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.37	5984	1	37	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.38	5984	1	38	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.39	5984	1	39	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.4	5984	1	4	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.40	5984	1	40	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.41	5984	1	41	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.42	5984	1	42	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.43	5984	1	43	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.44	5984	1	44	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.45	5984	1	45	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.46	5984	1	46	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.47	5984	1	47	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.48	5984	1	48	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.49	5984	1	49	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.5	5984	1	5	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.50	5984	1	50	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.51	5984	1	51	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.52	5984	1	52	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.53	5984	1	53	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.54	5984	1	54	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.55	5984	1	55	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.56	5984	1	56	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.57	5984	1	57	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.58	5984	1	58	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.59	5984	1	59	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.6	5984	1	6	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.60	5984	1	60	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.61	5984	1	61	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.62	5984	1	62	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.63	5984	1	63	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.64	5984	1	64	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.65	5984	1	65	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.66	5984	1	66	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.67	5984	1	67	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.68	5984	1	68	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.69	5984	1	69	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.7	5984	1	7	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.70	5984	1	70	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.71	5984	1	71	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.72	5984	1	72	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.73	5984	1	73	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.74	5984	1	74	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.75	5984	1	75	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.76	5984	1	76	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.77	5984	1	77	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.78	5984	1	78	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.79	5984	1	79	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.8	5984	1	8	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.80	5984	1	80	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.81	5984	1	81	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.82	5984	1	82	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.83	5984	1	83	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.84	5984	1	84	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.85	5984	1	85	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.86	5984	1	86	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.87	5984	1	87	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.88	5984	1	88	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.89	5984	1	89	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.9	5984	1	9	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.90	5984	1	90	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.91	5984	1	91	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.92	5984	1	92	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.93	5984	1	93	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.94	5984	1	94	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.95	5984	1	95	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.96	5984	1	96	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.97	5984	1	97	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.98	5984	1	98	5984	ECG, load	ECG during exercise		integer	ECG,_load
5984-1.99	5984	1	99	5984	ECG, load	ECG during exercise		integer	ECG,_load
5985-0.0	5985	0	0						
5985-0.1	5985	0	1						
5985-0.10	5985	0	10						
5985-0.100	5985	0	100						
5985-0.101	5985	0	101						
5985-0.102	5985	0	102						
5985-0.103	5985	0	103						
5985-0.104	5985	0	104						
5985-0.105	5985	0	105						
5985-0.106	5985	0	106						
5985-0.107	5985	0	107						
5985-0.108	5985	0	108						
5985-0.109	5985	0	109						
5985-0.11	5985	0	11						
5985-0.110	5985	0	110						
5985-0.111	5985	0	111						
5985-0.112	5985	0	112						
5985-0.113	5985	0	113						
5985-0.12	5985	0	12						
5985-0.13	5985	0	13						
5985-0.14	5985	0	14						
5985-0.15	5985	0	15						
5985-0.16	5985	0	16						
5985-0.17	5985	0	17						
5985-0.18	5985	0	18						
5985-0.19	5985	0	19						
5985-0.2	5985	0	2						
5985-0.20	5985	0	20						
5985-0.21	5985	0	21						
5985-0.22	5985	0	22						
5985-0.23	5985	0	23						
5985-0.24	5985	0	24						
5985-0.25	5985	0	25						
5985-0.26	5985	0	26						
5985-0.27	5985	0	27						
5985-0.28	5985	0	28						
5985-0.29	5985	0	29						
5985-0.3	5985	0	3						
5985-0.30	5985	0	30						
5985-0.31	5985	0	31						
5985-0.32	5985	0	32						
5985-0.33	5985	0	33						
5985-0.34	5985	0	34						
5985-0.35	5985	0	35						
5985-0.36	5985	0	36						
5985-0.37	5985	0	37						
5985-0.38	5985	0	38						
5985-0.39	5985	0	39						
5985-0.4	5985	0	4						
5985-0.40	5985	0	40						
5985-0.41	5985	0	41						
5985-0.42	5985	0	42						
5985-0.43	5985	0	43						
5985-0.44	5985	0	44						
5985-0.45	5985	0	45						
5985-0.46	5985	0	46						
5985-0.47	5985	0	47						
5985-0.48	5985	0	48						
5985-0.49	5985	0	49						
5985-0.5	5985	0	5						
5985-0.50	5985	0	50						
5985-0.51	5985	0	51						
5985-0.52	5985	0	52						
5985-0.53	5985	0	53						
5985-0.54	5985	0	54						
5985-0.55	5985	0	55						
5985-0.56	5985	0	56						
5985-0.57	5985	0	57						
5985-0.58	5985	0	58						
5985-0.59	5985	0	59						
5985-0.6	5985	0	6						
5985-0.60	5985	0	60						
5985-0.61	5985	0	61						
5985-0.62	5985	0	62						
5985-0.63	5985	0	63						
5985-0.64	5985	0	64						
5985-0.65	5985	0	65						
5985-0.66	5985	0	66						
5985-0.67	5985	0	67						
5985-0.68	5985	0	68						
5985-0.69	5985	0	69						
5985-0.7	5985	0	7						
5985-0.70	5985	0	70						
5985-0.71	5985	0	71						
5985-0.72	5985	0	72						
5985-0.73	5985	0	73						
5985-0.74	5985	0	74						
5985-0.75	5985	0	75						
5985-0.76	5985	0	76						
5985-0.77	5985	0	77						
5985-0.78	5985	0	78						
5985-0.79	5985	0	79						
5985-0.8	5985	0	8						
5985-0.80	5985	0	80						
5985-0.81	5985	0	81						
5985-0.82	5985	0	82						
5985-0.83	5985	0	83						
5985-0.84	5985	0	84						
5985-0.85	5985	0	85						
5985-0.86	5985	0	86						
5985-0.87	5985	0	87						
5985-0.88	5985	0	88						
5985-0.89	5985	0	89						
5985-0.9	5985	0	9						
5985-0.90	5985	0	90						
5985-0.91	5985	0	91						
5985-0.92	5985	0	92						
5985-0.93	5985	0	93						
5985-0.94	5985	0	94						
5985-0.95	5985	0	95						
5985-0.96	5985	0	96						
5985-0.97	5985	0	97						
5985-0.98	5985	0	98						
5985-0.99	5985	0	99						
5985-1.0	5985	1	0						
5985-1.1	5985	1	1						
5985-1.10	5985	1	10						
5985-1.100	5985	1	100						
5985-1.101	5985	1	101						
5985-1.102	5985	1	102						
5985-1.103	5985	1	103						
5985-1.104	5985	1	104						
5985-1.105	5985	1	105						
5985-1.106	5985	1	106						
5985-1.107	5985	1	107						
5985-1.108	5985	1	108						
5985-1.109	5985	1	109						
5985-1.11	5985	1	11						
5985-1.110	5985	1	110						
5985-1.111	5985	1	111						
5985-1.112	5985	1	112						
5985-1.113	5985	1	113						
5985-1.12	5985	1	12						
5985-1.13	5985	1	13						
5985-1.14	5985	1	14						
5985-1.15	5985	1	15						
5985-1.16	5985	1	16						
5985-1.17	5985	1	17						
5985-1.18	5985	1	18						
5985-1.19	5985	1	19						
5985-1.2	5985	1	2						
5985-1.20	5985	1	20						
5985-1.21	5985	1	21						
5985-1.22	5985	1	22						
5985-1.23	5985	1	23						
5985-1.24	5985	1	24						
5985-1.25	5985	1	25						
5985-1.26	5985	1	26						
5985-1.27	5985	1	27						
5985-1.28	5985	1	28						
5985-1.29	5985	1	29						
5985-1.3	5985	1	3						
5985-1.30	5985	1	30						
5985-1.31	5985	1	31						
5985-1.32	5985	1	32						
5985-1.33	5985	1	33						
5985-1.34	5985	1	34						
5985-1.35	5985	1	35						
5985-1.36	5985	1	36						
5985-1.37	5985	1	37						
5985-1.38	5985	1	38						
5985-1.39	5985	1	39						
5985-1.4	5985	1	4						
5985-1.40	5985	1	40						
5985-1.41	5985	1	41						
5985-1.42	5985	1	42						
5985-1.43	5985	1	43						
5985-1.44	5985	1	44						
5985-1.45	5985	1	45						
5985-1.46	5985	1	46						
5985-1.47	5985	1	47						
5985-1.48	5985	1	48						
5985-1.49	5985	1	49						
5985-1.5	5985	1	5						
5985-1.50	5985	1	50						
5985-1.51	5985	1	51						
5985-1.52	5985	1	52						
5985-1.53	5985	1	53						
5985-1.54	5985	1	54						
5985-1.55	5985	1	55						
5985-1.56	5985	1	56						
5985-1.57	5985	1	57						
5985-1.58	5985	1	58						
5985-1.59	5985	1	59						
5985-1.6	5985	1	6						
5985-1.60	5985	1	60						
5985-1.61	5985	1	61						
5985-1.62	5985	1	62						
5985-1.63	5985	1	63						
5985-1.64	5985	1	64						
5985-1.65	5985	1	65						
5985-1.66	5985	1	66						
5985-1.67	5985	1	67						
5985-1.68	5985	1	68						
5985-1.69	5985	1	69						
5985-1.7	5985	1	7						
5985-1.70	5985	1	70						
5985-1.71	5985	1	71						
5985-1.72	5985	1	72						
5985-1.73	5985	1	73						
5985-1.74	5985	1	74						
5985-1.75	5985	1	75						
5985-1.76	5985	1	76						
5985-1.77	5985	1	77						
5985-1.78	5985	1	78						
5985-1.79	5985	1	79						
5985-1.8	5985	1	8						
5985-1.80	5985	1	80						
5985-1.81	5985	1	81						
5985-1.82	5985	1	82						
5985-1.83	5985	1	83						
5985-1.84	5985	1	84						
5985-1.85	5985	1	85						
5985-1.86	5985	1	86						
5985-1.87	5985	1	87						
5985-1.88	5985	1	88						
5985-1.89	5985	1	89						
5985-1.9	5985	1	9						
5985-1.90	5985	1	90						
5985-1.91	5985	1	91						
5985-1.92	5985	1	92						
5985-1.93	5985	1	93						
5985-1.94	5985	1	94						
5985-1.95	5985	1	95						
5985-1.96	5985	1	96						
5985-1.97	5985	1	97						
5985-1.98	5985	1	98						
5985-1.99	5985	1	99						
5986-0.0	5986	0	0	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.1	5986	0	1	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.10	5986	0	10	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.100	5986	0	100	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.101	5986	0	101	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.102	5986	0	102	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.103	5986	0	103	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.104	5986	0	104	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.105	5986	0	105	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.106	5986	0	106	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.107	5986	0	107	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.108	5986	0	108	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.109	5986	0	109	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.11	5986	0	11	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.110	5986	0	110	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.111	5986	0	111	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.112	5986	0	112	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.113	5986	0	113	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.12	5986	0	12	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.13	5986	0	13	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.14	5986	0	14	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.15	5986	0	15	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.16	5986	0	16	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.17	5986	0	17	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.18	5986	0	18	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.19	5986	0	19	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.2	5986	0	2	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.20	5986	0	20	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.21	5986	0	21	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.22	5986	0	22	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.23	5986	0	23	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.24	5986	0	24	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.25	5986	0	25	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.26	5986	0	26	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.27	5986	0	27	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.28	5986	0	28	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.29	5986	0	29	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.3	5986	0	3	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.30	5986	0	30	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.31	5986	0	31	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.32	5986	0	32	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.33	5986	0	33	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.34	5986	0	34	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.35	5986	0	35	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.36	5986	0	36	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.37	5986	0	37	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.38	5986	0	38	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.39	5986	0	39	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.4	5986	0	4	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.40	5986	0	40	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.41	5986	0	41	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.42	5986	0	42	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.43	5986	0	43	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.44	5986	0	44	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.45	5986	0	45	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.46	5986	0	46	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.47	5986	0	47	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.48	5986	0	48	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.49	5986	0	49	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.5	5986	0	5	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.50	5986	0	50	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.51	5986	0	51	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.52	5986	0	52	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.53	5986	0	53	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.54	5986	0	54	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.55	5986	0	55	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.56	5986	0	56	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.57	5986	0	57	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.58	5986	0	58	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.59	5986	0	59	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.6	5986	0	6	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.60	5986	0	60	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.61	5986	0	61	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.62	5986	0	62	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.63	5986	0	63	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.64	5986	0	64	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.65	5986	0	65	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.66	5986	0	66	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.67	5986	0	67	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.68	5986	0	68	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.69	5986	0	69	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
5986-0.7	5986	0	7	5986	ECG, phase time	ECG during exercise		integer	ECG,_phase_time
